Threshold,TP,FP,FN,TN,F1,TPR,FPR,Accuracy,FNR,PPV
0.0,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
4e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
5e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
6e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
7e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
8e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
9e-08,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.1e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.2e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.3e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.4e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.5e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.6e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.7e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.8e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
1.9e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.1e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.2e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.3e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.4e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.5e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.6e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.7e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.8e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
2.9e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3.1e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3.2e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3.3e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3.4e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
3.5e-07,19,681,0,0,None,None,None,0.027142857142857142,None,0.027142857142857142
